process,commodity,direction
UBIOCRPTOCRP700,BIOCRP,OUT
E_WOF_deep_Near_C7_VEN,ELC,OUT
RCH4WLF07,RESNGA,OUT
E_SPV_C02_KEN,ELCSOL,IN
RCH4WLF02,RESNG2,OUT
UBIOCRPPRD1400,BIOARSBETT,OUT
E_SPV_C04_MOZ,ELC,OUT
EZCOABIOPULSLD20SEP,ELC,OUT
IN2ONIT06,INDDMY,OUT
EZOCOA120,ELCCO2N,OUT
EZBIOPELD105,CPTELCCO2B,OUT
E_SPV_C07_USA,ELCSOL,IN
E_SPV_C02_VNM,ELCSOL,IN
IPNFOVC_new,INDOVC,IN
RCH4WLF07,RESWLF7,IN
E_SPV_C07_ALB,ELCSOL,IN
E_WON_Far_C1_MOZ,ELC,OUT
UETHCRP102,ELC,IN
EZCOABIOPULSLD10SEP,CPTELCCO2B,OUT
EZCOABIOPULTOR10CO,CPTELCCO2N,OUT
E_SPV_C04_PRK,ELCSOL,IN
UBIOSRF1300,BIOSRF,IN
IPLPNGA_new,IPLP,OUT
E_WOF_shal_Inter_C4_AUS,ELCWIN,IN
E_WOF_deep_Inter_C6_BRA,ELC,OUT
E_SPV_C02_NLD,ELC,OUT
IFCHETH_new,GASETH,IN
E_WOF_deep_Near_C1_BRA,ELCWIN,IN
ISOINGA_new,INDNGA,IN
UBIOSRCSLD100,BIOCRPSRC,IN
ACH4MAN02,AGRDMY,OUT
CCUGAS01,SYNHY0,IN
IISFINPRO01,MISFST,OUT
EZCCGT122,ELCCO2N,OUT
IN2ONIT04,INDDMY,OUT
E_WOF_deep_Near_C6_BRB,ELC,OUT
INMAGGPROD,MNMLIM,IN
EZCOABIOPULTOR20SEP,CPTELCCO2N,OUT
HZHCO100,SYNHY0,OUT
RCH4WLF05,RESNG5,OUT
E_WON_Near_C6_CAN,ELCWIN,IN
IISULCOWIN01,MISLORE,IN
RCH4WLFE2,RESNG2,IN
EZBIOTORG105,CPTELCCO2B,OUT
UBIOSOGSUGAR100,BIOCRPSG,IN
INMSLDMIXPCC,INDCOA,IN
UETHCRP202,ALCETH,OUT
INMCEMPLAOXYPCC,MNMLIM,IN
FT_INMFUELPCC,INDELC,IN
E_WOF_deep_Far_C6_NZL,ELCWIN,IN
E_SPV_C04_OMN,ELCSOL,IN
IOCHBIO_new,IOCH,OUT
INMFINPRO04,INM,OUT
USUNOIL100,BIOSUNCAK,OUT
ISLPHFO_new,INDHFO,IN
CO2TRAON - step 2,CO2TRAON,OUT
EZCOABIOCCOSLD40PAR,ELCBSL,IN
E_WOF_tran_Inter_C1_PER,ELCWIN,IN
E_SPV_C01_CIV,ELCSOL,IN
CCUMINEASB,MISEAS,IN
E_WOF_deep_Inter_C3_SLV,ELC,OUT
CCSDUMINMPB,SNKCO2,OUT
UBIOARSPTOARSP100,BIOBETML,IN
IMNFELC_new,IMNF,OUT
E_WOF_shal_Near_C1_VEN,ELC,OUT
E_WOF_deep_Near_C2_SOM,ELC,OUT
UBIOCRPPRD800,BIOARSRAP,OUT
E_SPV_C05_LAO,ELC,OUT
EZOCOA120,ELC,OUT
IFCHHFO_new,IFCH,OUT
ISCHCOA_new,INDCOA,IN
UBIOARSPTOARSP100,BIOARSP,OUT
ACH4MANE4,HET,OUT
EZCOABIOPULPEL40PAR,ELC,OUT
E_SPV_C01_NZL,ELCSOL,IN
EZCOABIOCCOSLD20PAR,ELCBSL,IN
E_WOF_shal_Inter_C1_GMB,ELC,OUT
CCSDUMINDBISIP,IISCO2P,IN
CO2TRAOFF - step 3,CO2TRAOFF,OUT
EZCOABIOPULSLD40PAR,ELCCO2N,OUT
UBIOARSHLIG100,BIOARSH,IN
E_SPV_C06_JOR,ELC,OUT
INMCEMPLAKS1CC,MNMCLK,OUT
EZCCGT125,ELC,OUT
AGRBIOSNG010,AGRBIO,OUT
CCUMINBFSF,INDHET,IN
E_WOF_deep_Near_C2_EGY,ELC,OUT
EZOCOA122,CPTELCCO2N,OUT
IN2ONIT03,INDDMY,OUT
UBIOCRPTOCRP200,BIOCRP,OUT
EZBIOTORD105,CPTELCCO2B,OUT
E_SPV_C01_LKA,ELCSOL,IN
E_WOF_deep_Near_C4_URY,ELCWIN,IN
E_SPV_C02_BDI,ELCSOL,IN
E_SPV_C05_MNG,ELCSOL,IN
IFCHNGA_new,INDNGA,IN
E_WOF_tran_Inter_C6_COL,ELC,OUT
E_SPV_C05_IDN,ELC,OUT
E_WON_Near_C1_GIN,ELCWIN,IN
E_SPV_C03_VEN,ELCSOL,IN
INMCEMPLADRY01,MNMLIM,IN
UMTGGSL01,ALCMET,IN
CCSDUMINDBISI,SNKCO2,OUT
INMCEMPLAOXYCC,INMCO2P,OUT
RCH4WLF08,RESWLF8,IN
E_SPV_C07_SDN,ELC,OUT
E_WOF_tran_Near_C1_ECU,ELC,OUT
E_SPV_C06_CHN,ELC,OUT
ACH4MAN02,AGRNGA,OUT
UZETHCRP101,CPTSUPCO2B,OUT
UBIOBETTSUGAR100,BIOBETML,OUT
EZCOABIOCCOSLD10PAR,ELCCOA,IN
RESBIOSNG010,RESBIOSNG,OUT
E_WON_Near_C2_LBY,ELCWIN,IN
E_WOF_shal_Inter_C2_JAM,ELCWIN,IN
CCUDUMINDB,CPTINDCO2B,IN
E_WON_Trans_C4_MWI,ELCWIN,IN
UETHCRP201,BIOARSMAI,IN
IN2ONIT05,INDDMY,OUT
ETIDGEN100,ELC,OUT
EZCCGT121,CPTELCCO2N,OUT
UBIOCRPTOCRP1600,BIOCRP,OUT
E_SPV_C01_COG,ELCSOL,IN
E_WOF_shal_Near_C3_NZL,ELCWIN,IN
ACH4MAN03,AGRNG3,OUT
TRABIOSNG010,TRABIOSNG,OUT
IOOIOIL_new,IOOI,OUT
UFTHFO_COAL,COAHCO,IN
E_WOF_tran_Near_C3_JAM,ELCWIN,IN
INMCEMPLAWET01,MNMLIM,IN
RCH4WLF10,RESCO2P,OUT
E_WOF_deep_Near_C4_CRI,ELC,OUT
CCSDUMINDP,CPTINDCO2P,IN
IN2ONIT07,INDDMY,OUT
E_WON_Far_C4_URY,ELC,OUT
ISLPOIL_new,ISLP,OUT
E_WOF_tran_Near_C1_BEN,ELC,OUT
HBIO200,ELC,IN
ISCHNGA_new,ISCH,OUT
EZPCOA128,CPTELCCO2N,OUT
CCUGAS04,ELCD,IN
QQOLM00,QTVUC0,IN
E_WON_Far_C2_BWA,ELCWIN,IN
E_WOF_deep_Near_C5_NZL,ELC,OUT
CCUMET01,SYNHYD,IN
EZCOABIOPULTOR40SEP,CPTELCCO2N,OUT
UBIOGASFICFB00,BIOSNGAS,OUT
E_WOF_shal_Inter_C4_MAR,ELC,OUT
E_WOF_deep_Near_C2_CHL,ELC,OUT
UBIOARSPTOARSP100,BIORAPCAK,IN
UBIOCRPTOCRP1300,BIOCRP,OUT
ISNFOIL_new,ISNF,OUT
EZCOABIOCCOSLD10SEP,CPTELCCO2B,OUT
E_WOF_deep_Inter_C4_DJI,ELC,OUT
E_SPV_C07_AGO,ELC,OUT
CCSDUMINDBISIP,CPTINDCO2B,IN
QQOLFOS00,FWW,OUT
UBIOBETTSUGAR100,BIOCRPSUG,OUT
INMAGGPROD,MNMBFS,IN
E_WON_Far_C3_BWA,ELCWIN,IN
E_SPV_C01_LBR,ELCSOL,IN
E_WON_Near_C4_KEN,ELC,OUT
EZCOABIOCCOPEL10CO,ELCCO2N,OUT
UBIOPRCSLD100,BIOPRC,IN
EZCOABIOPULPEL20SEP,CPTELCCO2N,OUT
E_WOF_shal_Near_C2_BRA,ELCWIN,IN
UPYRDST_BIOCCS,SYNHY0,IN
E_WON_Far_C5_BRA,ELC,OUT
COMBIOSNG010,BIOSNGAS,IN
UBIOSWTLIG100,BIOCRPSWT,IN
HZBIO201,ELC,IN
UZBDLCRP203,BIOLIG,IN
INMGASMIXCC,INDBIOSNG,IN
E_WOF_shal_Near_C5_HND,ELCWIN,IN
EZCOABIOCCOSLD20PAR,CPTELCCO2B,OUT
E_WOF_tran_Inter_C6_BRA,ELC,OUT
E_SPV_C04_CHL,ELCSOL,IN
EZCOABIOPULSLD20SEP,CPTELCCO2B,OUT
E_WOF_shal_Inter_C1_GHA,ELC,OUT
E_WOF_tran_Near_C5_HND,ELCWIN,IN
INMCEMPLADRY01,INMCO2P,OUT
UMTGGSL02,OILLPGB,OUT
EZOCOA122,ELCCO2N,OUT
E_WOF_deep_Near_C2_EGY,ELCWIN,IN
E_SPV_C03_SWE,ELCSOL,IN
IN2ONIT03,INDN2OP,IN
E_WOF_deep_Inter_C1_PER,ELC,OUT
IISEAFSCP01,MISLIM,IN
E_WOF_deep_Inter_C3_AUS,ELCWIN,IN
ISCHHFO_new,ISCH,OUT
CCUDUMTOT,CPTTOTCO2,IN
INMFINPRO02,INDELC,IN
E_WOF_tran_Near_C6_ARG,ELCWIN,IN
UBIOARSPSLD100,BIOARSP,IN
RCH4WLF02,RESWLF2,IN
E_SPV_C03_RUS,ELC,OUT
EZCOABIOPULTOR40CO,ELCCO2N,OUT
UBIOSOGSUGAR100,BIOCRPSTR,OUT
INMFINPRO01,MNMGYP,IN
E_WOF_tran_Near_C2_DOM,ELC,OUT
IOLPNGA_new,IOLP,OUT
CCUMET01,ALCMET,OUT
EZCOABIOPULTOR40PAR,ELCCO2N,OUT
E_SPV_C05_IRN,ELCSOL,IN
MINBIOALG0,BIOALG,OUT
E_WON_Near_C1_DJI,ELC,OUT
E_WON_Near_C4_SEN,ELC,OUT
IPOIOVC_new,IPOI,OUT
EZCOABIOPULTOR10CO,ELCCOA,IN
EZCOABIOPULPEL40PAR,BIOPEL,IN
HZBIO201,SYNHY0,OUT
EZCOABIOCCOSLD10SEP,ELCBSL,IN
E_WOF_tran_Near_C4_DOM,ELCWIN,IN
E_SPV_C04_GIN,ELC,OUT
EZCOABIOPULSLD20PAR,ELC,OUT
INMOXYGEN01,MNMOXY,OUT
E_WOF_shal_Inter_C3_NIC,ELC,OUT
UBIOCANESUGAR100,BIOCANEML,OUT
E_WON_Trans_C3_EGY,ELCWIN,IN
CCUGAS01,ELC,IN
E_WON_Far_C1_AGO,ELC,OUT
UBIOCRPPRD200,BIOSRFBLE,IN
E_WON_Far_C5_BHS,ELC,OUT
E_WOF_shal_Inter_C5_ARG,ELC,OUT
E_WOF_deep_Inter_C1_CMR,ELCWIN,IN
RCH4WLFE2,ELC,OUT
UBIOCRPTOCRP1400,BIOCRPBETT,IN
E_WOF_deep_Near_C1_SOM,ELCWIN,IN
E_WOF_deep_Far_C9_NZL,ELC,OUT
SNKDACSS03,ELCD,IN
E_WON_Trans_C2_LBY,ELC,OUT
E_WON_Trans_C1_SEN,ELC,OUT
CCUMINBFSB,BFSAGG,OUT
HALK100,SYNHY0,OUT
UFTJTK_COACCS,SUPELC,IN
ACH4MANE3,ELC,OUT
E_WON_Far_C2_GUY,ELC,OUT
E_SPV_C03_TZA,ELCSOL,IN
IISDRIH2INT01,MISLIM,IN
UBIOARSHTOARSH100,BIOARSSUN,IN
ISNFOIL_new,INDOIL,IN
UBIOARSHTOARSH100,BIOARSCAS,IN
IPOIOIL_new,IPOI,OUT
E_WOF_shal_Near_C1_BRA,ELCWIN,IN
E_WON_Far_C4_DZA,ELCWIN,IN
E_WOF_deep_Inter_C1_MOZ,ELCWIN,IN
E_WOF_deep_Far_C5_TTO,ELCWIN,IN
E_WON_Trans_C3_ZMB,ELC,OUT
IMLPELC_new,INDELC,IN
EZCOABIOPULTOR40CO,ELCCOA,IN
E_WOF_tran_Near_C1_GMB,ELC,OUT
CCULIQ01,SYNHYD,IN
ISNFHFO_new,INDHFO,IN
UBIOSRF1600,BIOSRFMIS,OUT
IPNFOIL_new,IPNF,OUT
ISCHCOA_new,ISCH,OUT
UMETGAS100,SUPNGA,IN
E_WOF_deep_Inter_C5_SOM,ELC,OUT
INMCEMPLAWET01,INDCO2P,OUT
CCULIQ04,CCUNEU,IN
EZCOABIOPULSLD5CO,ELCCOA,IN
INMFINPRO04,MNMAGG,IN
UFTDST_COA,COAHCO,IN
INMCEMPLADRY01,INDCO2P,OUT
HZBIO200,CPTSUPCO2B,OUT
UZETHCRP201,ALCETH,OUT
E_WOF_shal_Near_C1_PER,ELC,OUT
CCULIQ03,OILGSLB,OUT
CCUGAS02,ELCD,IN
UZBDLCRP203,BIODST,OUT
ISOICOA_new,ISOI,OUT
IN2OADI01,INDDMY,OUT
E_SPV_C03_TUN,ELC,OUT
E_WON_Near_C2_LBY,ELC,OUT
EZCOABIOPULTOR10PAR,ELC,OUT
UBIOGASFICFB00,BIOLIG,IN
RCH4WLF04,RESCO2P,OUT
E_WON_Far_C2_ARG,ELCWIN,IN
CCUMET01,SUPCO2N,OUT
ELCBIOSNG010,ELCBIOSNG,OUT
IPLPLPG_new,IPLP,OUT
E_WON_Far_C1_CIV,ELC,OUT
UMTGGSL01,OILLPG,OUT
AGRBIOSNG010,BIOSNGAS,IN
EZCOABIOPULSLD20SEP,ELCCO2N,OUT
UBIOCRPPRD500,BIOSRFCAS,IN
CCUGAS02,CCUFOS,IN
ACH4MAN04,AGRCH4P,IN
UBIOCRPPRD1300,BIOCRPCANE,OUT
QQOLFUC00,FWW,OUT
IPOIELC_new,INDELC,IN
E_WON_Trans_C6_AUS,ELC,OUT
CCUMET03,ALCMETB,OUT
E_WOF_shal_Far_C4_JAM,ELC,OUT
ISOIHFO_new,INDHFO,IN
E_WON_Far_C7_CAN,ELC,OUT
INMLIQMIXPCC,INMLIQPCC,OUT
UBIOOIL300,BIORAPOIL,IN
ISLPOIL_new,INDOIL,IN
E_WOF_tran_Inter_C7_CHN,ELC,OUT
E_SPV_C05_BRN,ELCSOL,IN
E_WON_Far_C3_HND,ELC,OUT
UBIOCRPPRD1800,BIOCRPSRC,OUT
E_WOF_shal_Inter_C4_CUB,ELCWIN,IN
E_WOF_tran_Near_C2_VEN,ELCWIN,IN
HZBIO200,ELC,IN
E_SPV_C03_MWI,ELCSOL,IN
CCUMINPFAB,ELCCO2N,IN
E_WOF_shal_Inter_C2_BHS,ELCWIN,IN
ACH4MAN04,AGRNG4,OUT
E_WON_Trans_C3_DZA,ELC,OUT
UBIOCRPTOCRP600,BIOCRP,OUT
UBIOCRPPRD800,BIOCRPRAP,OUT
E_SPV_C07_NER,ELCSOL,IN
UFTDST_GAS,OILDST,OUT
IPNFOIL_new,INDOIL,IN
UZETHCRP101,BIOCRPSTR,IN
UBIOOIL100,BIOSOYOIL,IN
UPALMOIL100,BIOPALMOIL,OUT
E_WON_Far_C2_PRY,ELC,OUT
E_WOF_shal_Inter_C1_BHS,ELCWIN,IN
E_WOF_deep_Near_C1_CRI,ELC,OUT
EZCOABIOCCOPEL10SEP,CPTELCCO2B,OUT
EZPCOA122,ELC,OUT
EZCOABIOCCOSLD10SEP,ELC,OUT
E_SPV_C02_TZA,ELC,OUT
E_WON_Near_C1_TGO,ELC,OUT
RCH4WLFE8,ELC,OUT
INMLIQMIXCC,INMLIQCC,OUT
E_WOF_tran_Near_C1_GTM,ELCWIN,IN
CCUDUMSUPB,CCUNEU,OUT
CCUMINPFAB,ELC,IN
E_SPV_C03_SEN,ELC,OUT
E_WOF_tran_Inter_C1_GMB,ELCWIN,IN
CCSDUMINMPB,CPTINDCO2B,IN
CCSDUMINDBISI,IISCO2,IN
IPOINGA_new,INDNGA,IN
CCUMINBFSP,CPTINDCO2P,IN
INMCEMPLAOXYPCC,MNMOXY,IN
UBIOARSHTOARSH100,BIOARSJAT,IN
ISNFHFO_new,ISNF,OUT
E_SPV_C04_SVN,ELC,OUT
E_SPV_C02_CAF,ELC,OUT
URAPEOIL100,BIOCRPRAP,IN
INMGASMIXCC,INMGASCC,OUT
CCUMINEASP,BFSAGG,OUT
INMSLDMIXCC,INDCOK,IN
E_WOF_shal_Far_C6_AUS,ELCWIN,IN
EZCOABIOPULSLD10PAR,ELC,OUT
EZPCOA122,ELCCOA,IN
E_SPV_C08_MDG,ELC,OUT
E_SPV_C04_NGA,ELC,OUT
EZCOABIOPULSLD10PAR,CPTELCCO2N,OUT
E_WON_Near_C2_ETH,ELCWIN,IN
UMETCOA100,ALCMET,OUT
E_WON_Far_C4_GUY,ELCWIN,IN
E_SPV_C08_USA,ELCSOL,IN
E_WOF_deep_Inter_C1_CIV,ELC,OUT
E_WOF_deep_Inter_C4_VEN,ELCWIN,IN
E_WON_Far_C1_MDG,ELC,OUT
E_WOF_shal_Inter_C1_GHA,ELCWIN,IN
E_WOF_deep_Near_C3_PRI,ELC,OUT
UZBDLCRP202,CPTSUPCO2B,OUT
IPNFNGA_new,IPNF,OUT
E_WON_Far_C6_ARG,ELC,OUT
E_WOF_deep_Far_C3_AUS,ELCWIN,IN
E_WOF_deep_Far_C4_MOZ,ELCWIN,IN
E_WOF_shal_Near_C8_NZL,ELCWIN,IN
CCUGAS02,SYNHYG,IN
HCOA100,SUPCO2N,OUT
CCUMINBFSB,INDCO2N,IN
MINWAV0,WAV,OUT
E_SPV_C04_MRT,ELCSOL,IN
UBIOCRPPRD1100,BIOCRPJAT,OUT
EZCOABIOPULPEL20PAR,ELC,OUT
E_WOF_shal_Near_C9_MRT,ELC,OUT
INMFINPRO01,INDELC,IN
E_WOF_shal_Inter_C5_CHN,ELCWIN,IN
EZCOABIOCCOSLD20SEP,CPTELCCO2B,OUT
ISLPNGA_new,ISLP,OUT
E_SPV_C06_ESP,ELC,OUT
E_SPV_C02_MAR,ELCSOL,IN
E_WON_Trans_C1_ETH,ELCWIN,IN
IOLPOIL_new,IOLP,OUT
EZCOABIOPULPEL20PAR,CPTELCCO2B,OUT
EZCOABIOPULTOR40CO,BIOTOR,IN
E_WON_Trans_C2_TGO,ELC,OUT
EZCOABIOPULTOR40SEP,CPTELCCO2B,OUT
E_WOF_tran_Far_C5_HND,ELC,OUT
EZCOABIOCCOPEL10PAR,CPTELCCO2N,OUT
UBIOLOGSLD100,BIOLOG,IN
E_WON_Near_C4_UGA,ELC,OUT
UJATOIL100,BIOJATCAK,OUT
E_WOF_deep_Near_C4_EGY,ELC,OUT
E_WON_Far_C6_BRA,ELC,OUT
E_WOF_tran_Inter_C5_AUS,ELCWIN,IN
UFTDST_COACCS,SUPELC,IN
UCOCOIL100,BIOCOCCAK,OUT
EZCCGT121,ELCCO2N,OUT
E_WOF_deep_Inter_C1_BRA,ELC,OUT
EZCOABIOCCOSLD5CO,ELCCOA,IN
EZCOABIOPULSLD5CO,CPTELCCO2N,OUT
ELCWAV000,ELCWAV,OUT
CCUMINEASB,CPTINDCO2B,IN
UBIOSRF1100,BIOSRFJAT,OUT
UBIOARSHTOARSH100,BIOARSPALM,IN
E_WOF_shal_Near_C7_CHN,ELCWIN,IN
E_SPV_C07_VEN,ELC,OUT
EZCOABIOCCOSLD20SEP,ELCCO2N,OUT
E_WON_Far_C1_HND,ELC,OUT
EZCOABIOPULSLD20SEP,CPTELCCO2N,OUT
ISOIHFO_new,ISOI,OUT
E_SPV_C03_NER,ELC,OUT
TRLHHF020,TRAHH2,IN
E_WON_Near_C5_SDN,ELC,OUT
EZBIOTORD105,BIOTOR,IN
E_WOF_deep_Near_C3_AUS,ELCWIN,IN
E_WOF_deep_Inter_C7_CHL,ELCWIN,IN
E_WOF_deep_Inter_C5_ZAF,ELC,OUT
E_WOF_tran_Inter_C3_AUS,ELCWIN,IN
EZCOABIOPULPEL20SEP,CPTELCCO2B,OUT
E_WOF_deep_Near_C5_AGO,ELCWIN,IN
EZCOABIOPULTOR20SEP,ELC,OUT
EZCOABIOPULSLD20PAR,ELCCO2N,OUT
E_WON_Far_C4_NZL,ELCWIN,IN
E_WON_Far_C4_BHS,ELC,OUT
E_WON_Far_C7_TCD,ELCWIN,IN
E_WOF_shal_Near_C1_NGA,ELC,OUT
E_WOF_deep_Near_C7_AUS,ELCWIN,IN
CCUMINBFSB,CPTINDCO2B,IN
UBIOOIL500,BIOCOCOIL,IN
E_WOF_shal_Inter_C1_MDG,ELC,OUT
UBIOARSHTOARSH100,BIOARSBETT,IN
E_WOF_shal_Near_C1_HND,ELC,OUT
ISNFNGA_new,ISNF,OUT
E_SPV_C06_MEX,ELC,OUT
UBIOCRPPRD700,BIOSRFSUN,IN
E_WON_Near_C5_KEN,ELCWIN,IN
E_SPV_C05_BRN,ELC,OUT
EZCOABIOPULTOR20CO,ELCCOA,IN
E_SPV_C04_YEM,ELCSOL,IN
UBIOCRPPRD200,BIOARSBLE,OUT
E_SPV_C01_GHA,ELC,OUT
RCH4WLF03,RESCO2P,OUT
E_SPV_C05_POL,ELCSOL,IN
UBIOARSHSLD100,BIOARSH,IN
E_WON_Far_C6_AUS,ELCWIN,IN
EZCOABIOCCOPEL10SEP,ELCCO2N,OUT
E_SPV_C03_ECU,ELCSOL,IN
E_WOF_deep_Near_C1_CMR,ELC,OUT
E_WON_Near_C3_UGA,ELC,OUT
E_WON_Near_C6_SOM,ELCWIN,IN
E_WON_Near_C2_TCD,ELCWIN,IN
E_WON_Trans_C3_MLI,ELC,OUT
CCSDUMINMB,INMCO2,IN
EZCOABIOPULSLD20PAR,ELCBSL,IN
EZCOABIOPULPEL20SEP,ELCCO2N,OUT
EZCOABIOCCOSLD20PAR,CPTELCCO2N,OUT
E_WOF_deep_Near_C3_SEN,ELC,OUT
IPLPHFO_new,IPLP,OUT
CCSDUMSUPB,SUPCO2N,IN
E_WON_Far_C6_CAN,ELCWIN,IN
EZCCGT123,ELCCO2N,OUT
UFTJTK_COAL,COAHCO,IN
EZCOABIOCCOPEL10PAR,ELCCO2N,OUT
CCUGAS04,SYNHYG,IN
UBIOCRPPRD500,BIOARSCAS,OUT
E_SPV_C04_PHL,ELCSOL,IN
UBIOSRCLIG100,BIOCRPSRC,IN
EZCOABIOPULPEL20PAR,CPTELCCO2N,OUT
EGEOGEN00,ELCGEO,IN
CCUDUMELCN,CPTELCCO2N,IN
UBIOOIL700,BIOGRDOIL,IN
EZCOABIOPULPEL10PAR,CPTELCCO2B,OUT
EZPCOA129,ELCCOA,IN
CCUMINBFSB,INDHET,IN
FT_INMFUELCC,INMFUELCC,OUT
UBIOCHR00,BIOCHR,OUT
EZCOABIOPULPEL10SEP,ELCCOA,IN
UMTGGSL02,ALCMETB,IN
E_SPV_C03_FRA,ELCSOL,IN
E_SPV_C06_KWT,ELCSOL,IN
EZPCOA129,CPTELCCO2N,OUT
ACH4MAN01,AGRMAN1,IN
UBIOARSPTOARSP100,BIOPALMCAK,IN
E_WOF_deep_Inter_C7_AUS,ELC,OUT
E_WOF_shal_Inter_C4_BHS,ELC,OUT
UBIOCRPTOCRP1500,BIOCRP,OUT
E_WOF_deep_Near_C5_PER,ELCWIN,IN
E_WOF_deep_Inter_C7_AUS,ELCWIN,IN
E_WOF_deep_Inter_C5_CHL,ELCWIN,IN
E_SPV_C02_NIC,ELC,OUT
IPOICOA_new,IPOI,OUT
EZCOABIOCCOSLD10PAR,CPTELCCO2N,OUT
E_WON_Trans_C6_UGA,ELCWIN,IN
HZBIO201,CPTSUPCO2B,OUT
CCSDUMINDBISI,CPTIISB,IN
CCUGAS03,ELC,IN
E_WOF_tran_Near_C4_NIC,ELCWIN,IN
E_WON_Far_C1_CMR,ELCWIN,IN
HZBIO201,BIOLIG,IN
IFCHDST_new,OILDST,IN
E_WON_Trans_C2_MDG,ELC,OUT
UBIOSRF1000,BIOSRFCOC,OUT
E_SPV_C04_NER,ELCSOL,IN
IISULCOWIN01,MISLIM,IN
E_WOF_shal_Near_C2_CHN,ELCWIN,IN
UZBDLCRP201,BIOLIG,IN
E_WOF_tran_Near_C3_TZA,ELC,OUT
E_WON_Far_C4_URY,ELCWIN,IN
E_WON_Near_C4_KEN,ELCWIN,IN
E_WOF_deep_Far_C3_COL,ELC,OUT
EZCOABIOPULTOR40SEP,ELCCO2N,OUT
E_WOF_shal_Far_C3_AUS,ELCWIN,IN
E_SPV_C05_IND,ELC,OUT
E_WON_Trans_C6_ZAF,ELCWIN,IN
E_WON_Trans_C4_CHN,ELC,OUT
E_WOF_tran_Inter_C3_TTO,ELC,OUT
E_WOF_tran_Near_C4_AUS,ELC,OUT
EZIGC1120,ELC,OUT
EZCOABIOCCOPEL10CO,CPTELCCO2B,OUT
SINKOFF,CO2TRAOFF,IN
UBIOSRF1600,BIOSRF,IN
E_WON_Far_C1_CAN,ELC,OUT
EZCOABIOPULTOR10SEP,ELCCOA,IN
E_WOF_shal_Near_C6_COL,ELCWIN,IN
E_SPV_C08_IND,ELC,OUT
EZCOABIOPULSLD20PAR,CPTELCCO2N,OUT
EZCOABIOPULPEL10PAR,BIOPEL,IN
E_SPV_C04_TCD,ELC,OUT
E_WOF_deep_Far_C1_MOZ,ELCWIN,IN
IONFELC_new,INDELC,IN
IFCHDST_new,IFCH,OUT
UZETHCRP201,BIOARSBLE,IN
E_WON_Near_C1_RWA,ELCWIN,IN
EZCOABIOPULTOR20PAR,ELCCO2N,OUT
E_WOF_deep_Far_C4_CHL,ELCWIN,IN
UBIOWOODSLD100,BIOSLD,OUT
E_WOF_shal_Near_C2_NIC,ELCWIN,IN
INMLIQMIXPCC,INDBOIL,IN
E_WOF_shal_Near_C2_MOZ,ELC,OUT
E_SPV_C07_ARE,ELC,OUT
INMFINPRO04,MNMCLK,IN
E_WON_Far_C1_MOZ,ELCWIN,IN
E_WON_Trans_C2_KEN,ELCWIN,IN
EZCOABIOPULPEL10CO,CPTELCCO2B,OUT
UBIOCRPTOCRP1100,BIOCRP,OUT
E_WON_Trans_C1_LBR,ELC,OUT
E_WON_Trans_C1_CAF,ELCWIN,IN
IMCHLPG_new,INDLPG,IN
EZCOABIOPULSLD10PAR,ELCCO2N,OUT
E_SPV_C06_GUY,ELCSOL,IN
E_WOF_tran_Inter_C6_AUS,ELCWIN,IN
E_WON_Near_C2_GIN,ELCWIN,IN
E_SPV_C08_PER,ELC,OUT
CCUMINEASB,INDCO2N,IN
UBIOSRF500,BIOSRFCAS,OUT
EZPCOA121,ELCCO2N,OUT
E_WON_Trans_C6_ETH,ELCWIN,IN
UBIOSRF900,BIOSRF,IN
E_WOF_deep_Inter_C8_CHL,ELCWIN,IN
INMGASMIXPCC,INDNGA,IN
IPCHOVC_new,IPCH,OUT
INMGASMIXCC,INDNGA,IN
EZCOABIOPULSLD10SEP,ELCCO2N,OUT
E_SPV_C03_LTU,ELC,OUT
E_SPV_C04_UZB,ELC,OUT
UBIOARSHTOARSH100,BIOARSCOC,IN
QQOLFOB00,FWC,OUT
E_WOF_shal_Far_C4_VEN,ELC,OUT
CCUMINPFAB,HET,IN
E_WOF_tran_Near_C1_BLZ,ELC,OUT
E_WOF_deep_Near_C1_LBR,ELCWIN,IN
ACH4MANE4,AGRCO2P,OUT
E_WOF_deep_Near_C3_AUS,ELC,OUT
IFCHNGL_new,IFCH,OUT
EZIGC1120,ELCCO2N,OUT
ISOIBIO_new,INDBIO,IN
E_WOF_deep_Near_C3_VEN,ELCWIN,IN
E_WOF_tran_Near_C7_AUS,ELC,OUT
IN2OADI01,INDADI,IN
CCSDUMSUPN,SNKCO2,OUT
E_WON_Far_C1_PAN,ELC,OUT
E_WOF_shal_Near_C3_AUS,ELCWIN,IN
IPLPLPG_new,INDLPG,IN
EZCCGT122,ELCNGA,IN
ACH4MANE3,AGRCO2P,OUT
E_WOF_tran_Near_C3_SEN,ELCWIN,IN
UBIOCASSUGAR100,BIOCRPCAS,IN
RCH4WLFE4,ELC,OUT
IMLPELC_new,IMLP,OUT
EZCOABIOPULSLD40PAR,CPTELCCO2B,OUT
E_WOF_shal_Near_C1_MDG,ELC,OUT
E_WON_Trans_C2_LBY,ELCWIN,IN
IPNFHFO_new,INDHFO,IN
EZCOABIOPULSLD10PAR,CPTELCCO2B,OUT
E_WOF_shal_Inter_C3_BHS,ELC,OUT
